player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,ml_suitability_score
Mohammed Siraj,Hyderabad (India),2019.0,21.68,105.13,63.4,False,False,pure_bowler,16.0,6.0,27.0,2.67,59.26,tailender,38.0,23.0,520.0,1.652,7.67,death_bowler,96.60046651636632
Mohammed Taha,Karnataka,2015.0,61.62,0.0,30.81,False,False,pure_batter,86.0,4.0,77.0,21.5,111.69,anchor_opener,,,,,,,80.30645258377231
Mohd Israr,Uttar Pradesh,2017.0,0.0,123.68,61.84,False,False,pure_bowler,0.0,1.0,2.0,0.0,0.0,tailender,2.0,1.0,18.0,2.0,4.0,part_time_bowler,79.77654202961271
Mohit Ahlawat,Services,2021.0,37.92,0.0,18.96,False,False,pure_batter,27.0,6.0,26.0,4.5,103.85,middle_order,,,,,,,0.4714121255047995
Mohit Avasthi,Mumbai,2024.0,0.0,95.77,47.88,False,False,pure_bowler,,,,,,,18.0,13.0,288.0,1.385,7.83,death_bowler,9.415663082676314
Mohit Jain,Rajasthan,2021.0,0.0,192.05,96.02,False,False,pure_bowler,,,,,,,4.0,1.0,24.0,4.0,3.75,part_time_bowler,80.98548879205099
Mohit Jangra,Mizoram,2023.0,41.33,70.15,55.74,False,False,pure_bowler,39.0,4.0,36.0,9.75,108.33,middle_order,4.0,6.0,126.0,0.667,7.81,powerplay_bowler,74.36315528912561
Mohit Kumar,Services,2020.0,64.26,101.62,82.94,False,False,pure_bowler,18.0,5.0,10.0,3.6,180.0,tailender,22.0,14.0,319.0,1.571,7.54,death_bowler,97.80851091373826
Mohit Mittan,Puducherry,2022.0,45.68,0.0,22.84,False,False,pure_batter,54.0,3.0,48.0,18.0,112.5,middle_order,,,,,,,0.9374520168589513
Mohit Mongia,Baroda,2018.0,43.98,80.73,62.36,False,False,pure_bowler,29.0,3.0,25.0,9.67,116.0,anchor_opener,1.0,1.0,12.0,1.0,6.5,part_time_bowler,86.690625551116
Mohsin Khan,Uttar Pradesh,2024.0,50.49,95.52,73.0,False,False,pure_bowler,70.0,10.0,51.0,7.0,137.25,tailender,34.0,25.0,516.0,1.36,7.21,powerplay_bowler,96.00147299349055
Mohsin Khan (2),Uttar Pradesh,2023.0,0.0,116.2,58.1,False,False,pure_bowler,,,,,,,4.0,2.0,48.0,2.0,6.62,part_time_bowler,77.4425629301003
Monu Kumar,Jharkhand,2021.0,55.81,96.29,76.05,False,False,pure_bowler,37.0,7.0,24.0,5.29,154.17,tailender,26.0,19.0,413.0,1.368,7.1,death_bowler,96.76746035780398
Mrinmoy Dutta,Assam,2023.0,18.2,81.68,49.94,False,False,pure_bowler,6.0,3.0,12.0,2.0,50.0,tailender,14.0,14.0,262.0,1.0,8.36,powerplay_bowler,1.5678300443676276
Mrunal Devdhar,Railways,2021.0,59.81,0.0,29.9,False,False,pure_batter,766.0,34.0,622.0,22.53,123.15,aggressive_opener,,,,,,,96.71649769122808
Mughavi Wotsa,Nagaland,2019.0,21.14,43.82,32.48,False,False,pure_batter,25.0,3.0,48.0,8.33,52.08,anchor_opener,0.0,3.0,30.0,0.0,9.2,part_time_bowler,84.62210311234999
Mujtaba Yousuf,Jammu & Kashmir,2018.0,0.0,76.31,38.16,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,9.0,11.0,228.0,0.818,7.92,powerplay_bowler,0.7636396079921748
Mukesh Choudhary,Maharashtra,2020.0,47.75,98.23,72.99,False,False,pure_bowler,17.0,3.0,13.0,5.67,130.77,tailender,16.0,11.0,241.0,1.455,8.74,death_bowler,97.29755136048274
Mukesh Kumar,Bengal,2020.0,17.85,86.68,52.26,False,False,pure_bowler,4.0,4.0,8.0,1.0,50.0,tailender,19.0,17.0,380.0,1.118,7.75,powerplay_bowler,77.92830623540577
Mukhtar Hussain,Assam,2023.0,68.95,87.83,78.39,False,False,pure_bowler,54.0,5.0,29.0,10.8,186.21,tailender,22.0,19.0,384.0,1.158,8.12,powerplay_bowler,99.64701218484045
Myendung Singpho,Arunachal Pradesh,2021.0,17.85,67.27,42.56,False,False,pure_bowler,6.0,6.0,12.0,1.0,50.0,middle_order,5.0,7.0,86.0,0.714,9.56,middle_overs_bowler,0.5236186326792782
N A Sharma,Himachal,2022.0,52.1,0.0,26.05,False,False,pure_batter,211.0,15.0,171.0,14.07,123.39,tailender,,,,,,,25.763684939760008
N Jagadeesan,Tamil Nadu,2023.0,59.03,0.0,29.52,False,False,pure_batter,795.0,32.0,664.0,24.84,119.73,anchor_opener,,,,,,,92.2180221824586
N Joshi,Arunachal Pradesh,2023.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,4.0,0.0,0.0,tailender,,,,,,,0.36857274693215514
N Kushwah,Railways,2023.0,0.0,0.0,0.0,False,False,unknown,0.0,2.0,5.0,0.0,0.0,middle_order,,,,,,,0.36857274693215514
N Rana,Delhi,2024.0,73.84,75.09,74.46,True,True,batting_allrounder,1376.0,46.0,957.0,29.91,143.78,top_order_anchor,23.0,28.0,409.0,0.821,6.43,death_bowler,93.8148145246945
N Saini,Haryana,2018.0,59.93,0.0,29.96,False,False,pure_batter,255.0,9.0,223.0,28.33,114.35,top_order_anchor,,,,,,,86.08832749066721
N Sindhu,Haryana,2023.0,68.92,73.74,71.33,False,False,pure_batter,108.0,4.0,85.0,27.0,127.06,top_order_anchor,2.0,3.0,24.0,0.667,5.25,part_time_bowler,90.29944081111324
N Wadhera,Punjab,2023.0,82.91,0.0,41.46,False,False,pure_batter,128.0,4.0,79.0,32.0,162.03,finisher,,,,,,,99.52181625910586
NA Rathva,Baroda,2023.0,53.31,81.63,67.47,True,True,batting_allrounder,276.0,18.0,225.0,15.33,122.67,aggressive_opener,27.0,27.0,420.0,1.0,6.81,middle_overs_bowler,85.39903501963276
NB Singh,Rajasthan,2015.0,11.84,135.9,73.87,False,False,pure_bowler,1.0,2.0,3.0,0.5,33.33,tailender,17.0,7.0,156.0,2.429,5.23,death_bowler,83.33894017479739
NK Singh,Services,2020.0,30.61,0.0,15.3,False,False,pure_batter,26.0,3.0,33.0,8.67,78.79,anchor_opener,,,,,,,0.5799781166670773
NN Bhute,Vidarbha,2020.0,45.5,43.02,44.26,False,False,pure_batter,10.0,2.0,8.0,5.0,125.0,tailender,0.0,2.0,30.0,0.0,11.2,part_time_bowler,88.82765796034894
NN Sen,Tripura,2018.0,41.81,0.0,20.9,False,False,pure_batter,65.0,7.0,59.0,9.29,110.17,tailender,,,,,,,1.6290630934318189
NN Sen Chowdhary,Tripura,2023.0,38.76,48.96,43.86,False,False,pure_batter,170.0,12.0,190.0,14.17,89.47,middle_order,1.0,4.0,35.0,0.25,8.4,part_time_bowler,23.47008969635843
NR Dhumal,Maharashtra,2019.0,0.0,48.77,24.38,False,False,unknown,,,,,,,0.0,1.0,18.0,0.0,9.33,part_time_bowler,90.80413345830178
NR Narah,Assam,2022.0,41.87,0.0,20.94,False,False,pure_batter,16.0,3.0,14.0,5.33,114.29,middle_order,,,,,,,1.7807711469396816
NS Chaturved,Tamil Nadu,2018.0,48.98,0.0,24.49,False,False,pure_batter,79.0,4.0,80.0,19.75,98.75,anchor_opener,,,,,,,0.9367209522794825
NS Naik,Maharashtra,2020.0,59.27,0.0,29.64,False,False,pure_batter,487.0,26.0,363.0,18.73,134.16,middle_order,,,,,,,98.60808058361978
NS Rathour,Uttarakhand,2022.0,27.3,0.0,13.65,False,False,pure_batter,3.0,1.0,4.0,3.0,75.0,middle_order,,,,,,,0.28049490199836796
NS Sharma,Chandigarh,2024.0,52.99,81.78,67.39,False,False,pure_bowler,22.0,1.0,17.0,22.0,129.41,tailender,1.0,1.0,24.0,1.0,6.5,part_time_bowler,93.35572414257848
NV Ojha,Madhya Pradesh,2019.0,57.0,0.0,28.5,False,False,pure_batter,443.0,21.0,365.0,21.1,121.37,anchor_opener,,,,,,,92.10008838815445
Nabam Tatang,Arunachal Pradesh,2020.0,24.73,0.0,12.36,False,False,pure_batter,4.0,1.0,6.0,4.0,66.67,middle_order,,,,,,,0.20342260083966207
Nabam Tempol,Arunachal Pradesh,2020.0,17.85,52.98,35.42,False,False,pure_bowler,2.0,2.0,4.0,1.0,50.0,tailender,1.0,4.0,54.0,0.25,9.11,part_time_bowler,6.3657165112305405
Nagaho Chishi,Nagaland,2022.0,13.57,65.58,39.58,False,False,pure_bowler,13.0,8.0,35.0,1.62,37.14,tailender,8.0,15.0,227.0,0.533,7.43,powerplay_bowler,1.3758756344956031
Nakul Sharma,Services,2020.0,55.35,0.0,27.68,False,False,pure_batter,160.0,11.0,125.0,14.55,128.0,middle_order,,,,,,,88.63690023166532
Nakul Verma,Services,2023.0,52.14,0.0,26.07,False,False,pure_batter,495.0,24.0,463.0,20.62,106.91,anchor_opener,,,,,,,35.10804819731509
Nalin Mishra,Uttar Pradesh,2021.0,32.88,0.0,16.44,False,False,pure_batter,15.0,1.0,19.0,15.0,78.95,anchor_opener,,,,,,,0.34734091936465683
Naman Dhir,Punjab,2023.0,52.16,0.0,26.08,False,False,pure_batter,39.0,4.0,28.0,9.75,139.29,middle_order,,,,,,,30.432124262437732
Naren Reddy,Andhra,2020.0,71.2,69.61,70.4,False,False,pure_bowler,88.0,4.0,55.0,22.0,160.0,finisher,4.0,6.0,83.0,0.667,6.14,middle_overs_bowler,93.7841961748789
Narsingh Yadav,Manipur,2021.0,35.16,0.0,17.58,False,False,pure_batter,168.0,16.0,212.0,10.5,79.25,anchor_opener,,,,,,,2.306994579981963
Naushad Shaikh,Maharashtra,2021.0,60.4,69.03,64.72,True,True,batting_allrounder,732.0,32.0,609.0,22.88,120.2,finisher,9.0,14.0,191.0,0.643,5.94,middle_overs_bowler,65.74513726908883
Navdeep Saini,Delhi,2022.0,21.22,72.96,47.09,False,False,pure_bowler,11.0,4.0,19.0,2.75,57.89,tailender,19.0,27.0,585.0,0.704,6.9,powerplay_bowler,2.9543771868866164
Navneet Virk,Railways,2020.0,25.24,0.0,12.62,False,False,pure_batter,11.0,1.0,18.0,11.0,61.11,middle_order,,,,,,,0.2399761256438396
Nawazul Munier,Jammu & Kashmir,2020.0,21.2,0.0,10.6,False,False,pure_batter,5.0,1.0,9.0,5.0,55.56,tailender,,,,,,,0.16753050336865044
Nazeeb Saiyed,Arunachal Pradesh,2021.0,43.66,65.17,54.42,False,False,utility_player,101.0,7.0,103.0,14.43,98.06,middle_order,2.0,4.0,71.0,0.5,7.27,powerplay_bowler,35.95832720189661
Nazim Siddiqui,Jharkhand,2019.0,23.37,0.0,11.68,False,False,pure_batter,23.0,5.0,37.0,4.6,62.16,anchor_opener,,,,,,,0.42331174357083035
Neelam Obi,Arunachal Pradesh,2023.0,22.7,0.0,11.35,False,False,pure_batter,96.0,11.0,171.0,8.73,56.14,anchor_opener,,,,,,,1.9864873878231941
Neelambuj Vats,Tripura,2019.0,24.89,42.58,33.74,False,False,pure_batter,31.0,3.0,51.0,10.33,60.78,tailender,0.0,3.0,31.0,0.0,9.68,part_time_bowler,86.4409131019205
Neetesh Sharma,Meghalaya,2018.0,7.06,60.42,33.74,False,False,pure_bowler,2.0,1.0,11.0,2.0,18.18,middle_order,1.0,2.0,12.0,0.5,13.5,part_time_bowler,4.472165215610328
Ngangom Rajesh Singh,Manipur,2018.0,37.33,0.0,18.66,False,False,pure_batter,22.0,2.0,23.0,11.0,95.65,middle_order,,,,,,,0.3931056368637962
Nihal Surlaker,Goa,2021.0,23.62,39.38,31.5,False,False,pure_batter,5.0,1.0,8.0,5.0,62.5,tailender,0.0,1.0,12.0,0.0,12.0,part_time_bowler,66.0262081746186
Nikhil Chaudhary,Punjab,2019.0,58.39,58.02,58.2,False,False,pure_bowler,48.0,4.0,31.0,12.0,154.84,finisher,2.0,5.0,84.0,0.4,8.57,middle_overs_bowler,84.15285085456318
Nikhil Gangta,Himachal,2022.0,64.83,49.12,56.97,False,False,pure_batter,370.0,15.0,293.0,24.67,126.28,middle_order,1.0,5.0,42.0,0.2,9.57,part_time_bowler,78.85173567598379
Nikhil Kohli,Uttarakhand,2021.0,7.18,69.49,38.33,False,False,pure_bowler,1.0,2.0,5.0,0.5,20.0,tailender,4.0,6.0,112.0,0.667,9.21,death_bowler,0.38981148876025634
Nikhilesh Surendran,Kerala,2015.0,55.76,0.0,27.88,False,False,pure_batter,57.0,3.0,51.0,19.0,111.76,anchor_opener,,,,,,,71.98150045575345
Nilesh Lamichaney,Sikkim,2021.0,25.76,0.0,12.88,False,False,pure_batter,96.0,11.0,148.0,8.73,64.86,anchor_opener,,,,,,,1.639378400849152
Ninad Kadam,Tripura,2018.0,46.39,0.0,23.2,False,False,pure_batter,67.0,4.0,71.0,16.75,94.37,tailender,,,,,,,0.6411780556849461
Nipan Deka,Assam,2022.0,75.8,40.57,58.18,False,False,pure_batter,44.0,2.0,29.0,22.0,151.72,middle_order,0.0,1.0,18.0,0.0,9.0,part_time_bowler,97.86801258520794
Nishunk Birla,Chandigarh,2024.0,141.4,41.53,91.46,False,False,pure_batter,4.0,1.0,1.0,4.0,400.0,tailender,0.0,1.0,6.0,0.0,17.0,part_time_bowler,98.39123650173997
Nitesh Gupta,Sikkim,2020.0,0.0,98.54,49.27,False,False,pure_bowler,,,,,,,3.0,2.0,42.0,1.5,5.71,part_time_bowler,10.634947374300294
Nitesh Hooda,Haryana,2021.0,0.0,41.38,20.69,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,7.0,part_time_bowler,80.1860321628396
Nitesh Lohchab,Nagaland,2018.0,34.65,45.78,40.22,False,False,pure_batter,22.0,3.0,24.0,7.33,91.67,middle_order,0.0,2.0,24.0,0.0,9.0,part_time_bowler,94.22482896645819
Nitesh Sedai,Manipur,2023.0,39.87,51.07,45.47,False,False,utility_player,203.0,17.0,221.0,11.94,91.86,anchor_opener,2.0,9.0,132.0,0.222,8.82,middle_overs_bowler,20.477493986839036
Nithish Kumar Reddy,Andhra,2021.0,56.59,31.2,43.9,False,False,pure_batter,92.0,4.0,96.0,23.0,95.83,middle_order,0.0,1.0,6.0,0.0,22.0,part_time_bowler,86.13502432855054
Nitin Tanwar,Services,2021.0,33.31,81.79,57.55,False,False,pure_bowler,55.0,7.0,63.0,7.86,87.3,tailender,8.0,8.0,167.0,1.0,6.97,middle_overs_bowler,85.3785000795272
Nitin Yadav,Services,2017.0,26.78,98.48,62.63,False,False,pure_bowler,3.0,2.0,4.0,1.5,75.0,tailender,15.0,10.0,234.0,1.5,8.31,death_bowler,96.3359403244263
Nitish Rao,Chhattisgarh,2017.0,36.05,79.73,57.89,False,False,pure_bowler,3.0,1.0,3.0,3.0,100.0,tailender,1.0,1.0,6.0,1.0,9.0,part_time_bowler,91.02330904682593
Niyas Nizar,Kerala,2015.0,0.0,160.28,80.14,False,False,pure_bowler,0.0,1.0,5.0,0.0,0.0,tailender,3.0,1.0,24.0,3.0,3.5,part_time_bowler,81.34801997495703
Nongthombam Denin,Manipur,2020.0,37.45,83.1,60.28,False,False,pure_bowler,14.0,2.0,14.0,7.0,100.0,tailender,2.0,2.0,42.0,1.0,6.57,part_time_bowler,88.01058762672572
Nongthombam Sarojkumar,Manipur,2020.0,0.0,47.28,23.64,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,5.25,part_time_bowler,92.2776325274836
Nzanthung Mozhui,Nagaland,2022.0,10.09,0.0,5.04,False,False,pure_batter,5.0,2.0,19.0,2.5,26.32,anchor_opener,,,,,,,0.302286251779052
OA Shah,Jammu & Kashmir,2017.0,18.2,0.0,9.1,False,False,pure_batter,4.0,2.0,8.0,2.0,50.0,middle_order,,,,,,,0.18385440015642615
Oren Ngullie,Nagaland,2019.0,7.06,0.0,3.53,False,False,pure_batter,4.0,2.0,22.0,2.0,18.18,anchor_opener,,,,,,,0.302286251779052
P Awana,Delhi,2015.0,26.13,102.83,64.48,False,False,pure_bowler,8.0,1.0,12.0,8.0,66.67,tailender,9.0,6.0,132.0,1.5,6.36,powerplay_bowler,96.43447913533582
P Chopra,Himachal,2022.0,68.45,43.33,55.89,False,False,pure_batter,1118.0,33.0,951.0,33.88,117.56,anchor_opener,0.0,6.0,48.0,0.0,8.62,part_time_bowler,86.87940737139957
P Dogra,Puducherry,2022.0,71.84,37.6,54.72,False,False,pure_batter,943.0,31.0,722.0,30.42,130.61,top_order_anchor,0.0,1.0,1.0,0.0,6.0,part_time_bowler,90.77743170259038
P Dubey,Karnataka,2021.0,42.64,80.41,61.52,False,False,utility_player,100.0,12.0,94.0,8.33,106.38,middle_order,17.0,17.0,291.0,1.0,7.11,middle_overs_bowler,54.751758472624125
P Dutta,Punjab,2023.0,0.0,84.17,42.08,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,8.33,part_time_bowler,2.9332037872774888
P Karia,Saurashtra,2023.0,0.0,55.28,27.64,False,False,unknown,,,,,,,0.0,1.0,24.0,0.0,3.5,part_time_bowler,80.43396176148617
P Kumar,Uttar Pradesh,2017.0,40.38,66.63,53.5,False,False,pure_bowler,41.0,4.0,39.0,10.25,105.13,tailender,7.0,12.0,236.0,0.583,8.24,powerplay_bowler,68.63583697779993
P Mardi,Bihar,2022.0,0.0,39.57,19.78,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,11.5,part_time_bowler,40.676791574490565
P Negi,Delhi,2018.0,58.1,78.67,68.39,False,True,bowling_allrounder,247.0,18.0,173.0,13.72,142.77,tailender,27.0,29.0,559.0,0.931,7.73,middle_overs_bowler,98.03397849623985
P Nitesh Reddy,Hyderabad (India),2022.0,8.48,0.0,4.24,False,False,pure_batter,2.0,1.0,9.0,2.0,22.22,anchor_opener,,,,,,,0.302286251779052
P Prafullomani,Manipur,2023.0,37.01,0.0,18.5,False,False,pure_batter,197.0,15.0,261.0,13.13,75.48,anchor_opener,,,,,,,2.7598061098441122
P Prasanth,Kerala,2017.0,48.2,90.27,69.24,False,False,pure_bowler,64.0,9.0,49.0,7.11,130.61,tailender,15.0,12.0,270.0,1.25,6.38,middle_overs_bowler,96.91957685144597
P Ray Barman,Bengal,2020.0,52.32,73.99,63.16,False,False,pure_bowler,23.0,4.0,16.0,5.75,143.75,tailender,4.0,5.0,72.0,0.8,7.58,middle_overs_bowler,84.02060173324318
P Saravana Kumar,Tamil Nadu,2021.0,80.85,129.72,105.28,False,False,pure_bowler,11.0,1.0,5.0,11.0,220.0,tailender,7.0,3.0,54.0,2.333,9.89,part_time_bowler,99.14257962066013
P Simran Singh,Punjab,2023.0,69.71,0.0,34.85,False,False,pure_batter,1002.0,35.0,710.0,28.63,141.13,aggressive_opener,,,,,,,99.52490044959035
P Suyal,Nagaland,2018.0,0.0,74.37,37.18,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,5.0,7.0,150.0,0.714,7.36,powerplay_bowler,0.8206768512739591
P Thamaraikannan,Puducherry,2020.0,30.04,74.12,52.08,False,False,utility_player,63.0,7.0,82.0,9.0,76.83,tailender,7.0,8.0,114.0,0.875,8.26,middle_overs_bowler,78.21192313701214
PA Dahiya,Haryana,2022.0,24.72,0.0,12.36,False,False,pure_batter,7.0,1.0,11.0,7.0,63.64,middle_order,,,,,,,0.20342260083966207
PA Patel,Gujarat,2019.0,75.45,0.0,37.72,False,False,pure_batter,407.0,15.0,264.0,27.13,154.17,aggressive_opener,,,,,,,99.51717355168326
PA Reddy,Hyderabad (India),2019.0,70.19,0.0,35.1,False,False,pure_batter,532.0,20.0,393.0,26.6,135.37,aggressive_opener,,,,,,,99.6440265466104
PB Mehta,Haryana,2015.0,43.28,40.57,41.92,False,False,pure_batter,7.0,1.0,6.0,7.0,116.67,tailender,0.0,1.0,6.0,0.0,9.0,part_time_bowler,89.23851142985984
PH Solanki,Mumbai,2022.0,0.0,79.32,39.66,False,False,pure_bowler,,,,,,,2.0,2.0,42.0,1.0,10.0,part_time_bowler,0.7135795716416973
PJ Bhati,Maharashtra,2017.0,64.84,0.0,32.42,False,False,pure_batter,167.0,7.0,134.0,23.86,124.63,middle_order,,,,,,,98.96952780842012
PJ Sangwan,Delhi,2023.0,48.68,99.08,73.88,False,False,utility_player,100.0,8.0,79.0,12.5,126.58,tailender,26.0,18.0,396.0,1.444,7.71,powerplay_bowler,96.09293777501836
PK Garg,Uttar Pradesh,2024.0,57.53,0.0,28.76,False,False,pure_batter,322.0,17.0,257.0,18.94,125.29,finisher,,,,,,,96.5095975200032
PM Singh,Chhattisgarh,2018.0,0.0,124.21,62.1,False,False,pure_bowler,,,,,,,2.0,1.0,18.0,2.0,2.67,part_time_bowler,78.0177758543478
PN Mankad,Saurashtra,2024.0,67.38,69.34,68.36,True,True,batting_allrounder,681.0,29.0,478.0,23.48,142.47,top_order_aggressor,19.0,25.0,375.0,0.76,8.83,middle_overs_bowler,95.27150677392015
PP Chawla,Gujarat,2023.0,54.49,102.8,78.64,False,True,bowling_allrounder,364.0,29.0,271.0,12.55,134.32,tailender,67.0,43.0,987.0,1.558,6.38,middle_overs_bowler,92.74630541870283
PP Ojha,Hyderabad (India),2017.0,26.78,72.55,49.66,False,False,pure_bowler,3.0,2.0,4.0,1.5,75.0,tailender,5.0,6.0,90.0,0.833,8.2,middle_overs_bowler,6.972673360846547
PP Shaw,Mumbai,2024.0,78.91,0.0,39.46,False,False,pure_batter,718.0,25.0,442.0,28.72,162.44,aggressive_opener,,,,,,,99.5040439051617
PR Rekhade,Vidarbha,2024.0,17.85,41.82,29.84,False,False,pure_batter,1.0,1.0,2.0,1.0,50.0,middle_order,0.0,1.0,18.0,0.0,9.33,part_time_bowler,76.54765531296115
PR Shah,Baroda,2015.0,40.19,0.0,20.1,False,False,pure_batter,26.0,4.0,24.0,6.5,108.33,tailender,,,,,,,0.8231535358515162
PR Veer,Uttar Pradesh,2023.0,0.0,163.52,81.76,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,3.0,1.0,18.0,3.0,2.33,part_time_bowler,81.34801997495703
PR Yadav,Rajasthan,2015.0,31.59,76.13,53.86,False,False,pure_bowler,36.0,3.0,46.0,12.0,78.26,middle_order,1.0,1.0,6.0,1.0,18.0,part_time_bowler,87.64697449605364
PS Kataria,Arunachal Pradesh,2018.0,9.28,57.57,33.42,False,False,pure_bowler,3.0,2.0,12.0,1.5,25.0,tailender,1.0,3.0,60.0,0.333,7.1,middle_overs_bowler,2.9633335304213073
PS Kumar,Haryana,2019.0,39.2,0.0,19.6,False,False,pure_batter,12.0,1.0,12.0,12.0,100.0,middle_order,,,,,,,0.46751717824572486
PS Painkra,Chhattisgarh,2023.0,0.0,67.01,33.51,False,False,pure_bowler,,,,,,,2.0,3.0,38.0,0.667,10.58,part_time_bowler,1.7633733307940207
PS Sairam,Hyderabad (India),2018.0,40.42,70.27,55.34,False,False,pure_bowler,11.0,2.0,10.0,5.5,110.0,tailender,3.0,4.0,84.0,0.75,7.07,middle_overs_bowler,75.00839310839997
PV Tambe,Mumbai,2015.0,0.0,88.52,44.26,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,10.0,8.0,186.0,1.25,6.9,middle_overs_bowler,10.786945037488119
Padam Limboo,Sikkim,2019.0,29.47,44.32,36.89,False,False,pure_batter,16.0,2.0,21.0,8.0,76.19,tailender,0.0,2.0,18.0,0.0,10.0,part_time_bowler,91.77150182704844
Pallav Kumar Das,Assam,2023.0,63.66,67.67,65.66,True,True,batting_allrounder,581.0,31.0,412.0,18.74,141.02,aggressive_opener,7.0,12.0,156.0,0.583,6.27,middle_overs_bowler,80.47145408100911
Palzor Tamang,Sikkim,2021.0,24.64,64.54,44.59,False,False,utility_player,107.0,18.0,166.0,5.94,64.46,middle_order,9.0,17.0,238.0,0.529,8.07,powerplay_bowler,6.691096037058338
Pankaj Jaswal,Himachal,2022.0,63.96,96.74,80.35,False,True,bowling_allrounder,191.0,21.0,110.0,9.1,173.64,lower_order_hitter,43.0,30.0,559.0,1.433,7.78,death_bowler,98.73320264266312
Pankaj Kumar,Jharkhand,2021.0,48.77,0.0,24.38,False,False,pure_batter,12.0,2.0,9.0,6.0,133.33,tailender,,,,,,,16.839221948194048
Pankaj Rao,Chhattisgarh,2017.0,12.02,79.71,45.86,False,False,pure_bowler,1.0,1.0,3.0,1.0,33.33,tailender,15.0,16.0,303.0,0.938,7.74,powerplay_bowler,0.7122532873009448
Pankaj Shaw,Bengal,2015.0,40.04,39.95,40.0,False,False,pure_batter,52.0,5.0,50.0,10.4,104.0,middle_order,0.0,2.0,18.0,0.0,14.0,part_time_bowler,87.40672079275176
Pankaj Singh,Rajasthan,2018.0,15.8,71.43,43.62,False,False,pure_bowler,7.0,5.0,16.0,1.4,43.75,tailender,10.0,15.0,322.0,0.667,7.73,powerplay_bowler,0.5279438713867254
Pappu Roy,Odisha,2020.0,7.71,93.62,50.66,False,False,pure_bowler,3.0,5.0,14.0,0.6,21.43,tailender,19.0,15.0,316.0,1.267,5.87,middle_overs_bowler,14.461538796766128
Parameeswaran Sivaraman,Puducherry,2022.0,43.2,0.0,21.6,False,False,pure_batter,32.0,3.0,38.0,10.67,84.21,middle_order,,,,,,,0.5824344721720021
Paras Sehrawat,Nagaland,2018.0,52.71,0.0,26.36,False,False,pure_batter,51.0,4.0,37.0,12.75,137.84,middle_order,,,,,,,41.332418728443145
Pardeep Yadav,Chandigarh,2024.0,59.19,0.0,29.6,False,False,pure_batter,27.0,1.0,19.0,27.0,142.11,middle_order,,,,,,,91.5496025140737
Paresh Patel,Odisha,2017.0,35.44,82.58,59.01,False,False,pure_bowler,15.0,2.0,16.0,7.5,93.75,middle_order,1.0,1.0,8.0,1.0,4.5,part_time_bowler,88.6801415685034
Pargat Singh,Punjab,2015.0,62.53,82.46,72.5,False,False,pure_batter,169.0,6.0,157.0,28.17,107.64,anchor_opener,2.0,2.0,18.0,1.0,5.67,part_time_bowler,82.59868459601442
Parikshit Valsangkar,Mumbai,2017.0,37.8,57.28,47.54,False,False,pure_bowler,24.0,3.0,24.0,8.0,100.0,tailender,3.0,8.0,162.0,0.375,8.11,middle_overs_bowler,5.611589689215892
Parivesh Dhar,Chhattisgarh,2020.0,0.0,79.4,39.7,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,1.0,24.0,1.0,7.25,part_time_bowler,1.354669747471336
Parmesh Vaidik,Chandigarh,2021.0,0.0,79.32,39.66,False,False,pure_bowler,,,,,,,2.0,2.0,42.0,1.0,10.0,part_time_bowler,0.7135795716416973
Parth Bhut,Saurashtra,2023.0,0.0,67.14,33.57,False,False,pure_bowler,,,,,,,3.0,5.0,84.0,0.6,7.71,middle_overs_bowler,2.0376407973825956
Parth Chauhan,Saurashtra,2022.0,56.59,60.77,58.68,False,False,pure_bowler,76.0,6.0,51.0,12.67,149.02,finisher,2.0,4.0,42.0,0.5,9.71,part_time_bowler,86.27671956173532
Parth Kohli,Baroda,2021.0,39.66,0.0,19.83,False,False,pure_batter,59.0,3.0,63.0,19.67,93.65,middle_order,,,,,,,0.5921874193660787
Parth Sahani,Madhya Pradesh,2023.0,59.96,60.38,60.17,True,False,batting_allrounder,743.0,34.0,598.0,21.85,124.25,finisher,6.0,13.0,132.0,0.462,8.91,middle_overs_bowler,29.37106547082071
Parvez Ahmed,Mizoram,2022.0,22.55,46.81,34.68,False,False,pure_bowler,75.0,14.0,127.0,5.36,59.06,tailender,1.0,9.0,108.0,0.111,10.06,middle_overs_bowler,37.410931286515726
Parvez Aziz,Assam,2019.0,48.16,0.0,24.08,False,False,pure_batter,59.0,3.0,66.0,19.67,89.39,middle_order,,,,,,,0.7486956595667085
